10000000,1,.03279030000000000000
10000000,2,.03270410000000000000
10000000,4,.02352180000000000000
10000000,8,.02380610000000000000
10000000,16,.02399230000000000000
10000000,32,.02409420000000000000
10000000,64,.02467630000000000000
10000000,128,.02591950000000000000
10000000,256,.02916330000000000000
100000000,1,.32619790000000000000
100000000,2,.26296530000000000000
100000000,4,.23254680000000000000
100000000,8,.23498660000000000000
100000000,16,.23099890000000000000
100000000,32,.23239430000000000000
100000000,64,.23368130000000000000
100000000,128,.23531940000000000000
100000000,256,.23737880000000000000
1000000000,1,3.24876050000000000000
1000000000,2,2.52718580000000000000
1000000000,4,2.20934820000000000000
1000000000,8,2.26347180000000000000
1000000000,16,2.29323230000000000000
1000000000,32,2.31132840000000000000
1000000000,64,2.32283170000000000000
1000000000,128,2.32769460000000000000
1000000000,256,2.33216570000000000000
